KundenID;Geschlecht;Geburtsdatum;Adresse;PLZ;Ort
17219;männlich;1968-05-10;Musterstraße 95;04109;Leipzig
17220;divers;1943-04-08;Musterstraße 1;50667;Köln
17221;männlich;1986-03-31;Musterstraße 14;44135;Dortmund
17222;weiblich;1948-11-23;Musterstraße 23;10115;Berlin
17223;divers;1944-03-05;Musterstraße 21;50667;Köln
17224;weiblich;2004-06-06;Musterstraße 71;60311;Frankfurt
17225;divers;2001-09-28;Musterstraße 99;04109;Leipzig
17226;weiblich;1955-06-08;Musterstraße 38;70173;Stuttgart
17227;divers;1994-08-26;Musterstraße 45;60311;Frankfurt
17228;divers;2005-12-11;Musterstraße 65;50667;Köln
17229;divers;1941-10-04;Musterstraße 46;50667;Köln
17230;männlich;1967-10-06;Musterstraße 27;70173;Stuttgart
17231;weiblich;1945-08-26;Musterstraße 41;60311;Frankfurt
17232;weiblich;1956-03-09;Musterstraße 41;80331;München
17233;weiblich;2004-07-08;Musterstraße 78;20095;Hamburg
17234;divers;1976-11-07;Musterstraße 23;40213;Düsseldorf
17235;divers;2009-05-11;Musterstraße 14;80331;München
17236;männlich;1944-12-25;Musterstraße 57;70173;Stuttgart
17237;weiblich;1988-08-01;Musterstraße 45;44135;Dortmund
17238;männlich;1979-02-23;Musterstraße 39;50667;Köln
17239;divers;1946-01-21;Musterstraße 20;60311;Frankfurt
17240;weiblich;2000-11-26;Musterstraße 91;80331;München
17241;männlich;1960-02-16;Musterstraße 5;44135;Dortmund
17242;männlich;1970-06-12;Musterstraße 33;44135;Dortmund
17243;divers;1957-07-03;Musterstraße 88;70173;Stuttgart
17244;divers;1977-09-28;Musterstraße 40;04109;Leipzig
17245;divers;2008-05-23;Musterstraße 38;70173;Stuttgart
17246;divers;1981-12-09;Musterstraße 22;10115;Berlin
17247;männlich;1941-08-20;Musterstraße 77;70173;Stuttgart
17248;männlich;1980-03-15;Musterstraße 56;80331;München
17249;divers;1972-06-03;Musterstraße 81;40213;Düsseldorf
17250;weiblich;1965-01-12;Musterstraße 4;45127;Essen
17251;weiblich;2003-11-06;Musterstraße 7;04109;Leipzig
17252;weiblich;1958-01-07;Musterstraße 59;70173;Stuttgart
17253;divers;1996-08-07;Musterstraße 40;20095;Hamburg
17254;divers;1957-12-26;Musterstraße 41;70173;Stuttgart
17255;divers;2008-07-11;Musterstraße 62;50667;Köln
17256;weiblich;1983-05-02;Musterstraße 2;60311;Frankfurt
17257;männlich;1974-02-24;Musterstraße 54;60311;Frankfurt
17258;weiblich;2006-08-28;Musterstraße 99;10115;Berlin
17259;divers;1965-11-26;Musterstraße 17;45127;Essen
17260;weiblich;1989-05-27;Musterstraße 68;40213;Düsseldorf
17261;weiblich;1988-02-08;Musterstraße 2;70173;Stuttgart
17262;männlich;1974-11-09;Musterstraße 80;20095;Hamburg
17263;divers;1999-07-12;Musterstraße 67;10115;Berlin
17264;männlich;1989-04-27;Musterstraße 33;44135;Dortmund
17265;divers;1976-05-25;Musterstraße 31;04109;Leipzig
17266;divers;1968-11-01;Musterstraße 58;45127;Essen
17267;männlich;1997-10-21;Musterstraße 37;04109;Leipzig
17268;divers;1985-08-03;Musterstraße 39;04109;Leipzig
17269;divers;1968-10-22;Musterstraße 42;20095;Hamburg
17270;männlich;2007-12-11;Musterstraße 80;40213;Düsseldorf
17271;divers;1979-11-26;Musterstraße 2;80331;München
17272;weiblich;1946-06-25;Musterstraße 5;45127;Essen
17273;divers;1987-12-13;Musterstraße 9;04109;Leipzig
17274;weiblich;2008-04-15;Musterstraße 33;40213;Düsseldorf
17275;weiblich;1964-05-21;Musterstraße 88;40213;Düsseldorf
17276;männlich;1955-04-26;Musterstraße 49;44135;Dortmund
17277;weiblich;1993-11-13;Musterstraße 71;10115;Berlin
17278;divers;1941-05-29;Musterstraße 52;40213;Düsseldorf
17279;männlich;1951-05-13;Musterstraße 24;20095;Hamburg
17280;divers;1950-09-14;Musterstraße 89;70173;Stuttgart
17281;weiblich;1980-09-02;Musterstraße 75;50667;Köln
17282;divers;1987-02-26;Musterstraße 8;40213;Düsseldorf
17283;divers;1977-11-26;Musterstraße 6;44135;Dortmund
17284;divers;1943-06-11;Musterstraße 59;44135;Dortmund
17285;weiblich;1953-06-29;Musterstraße 22;44135;Dortmund
17286;männlich;2002-03-17;Musterstraße 80;10115;Berlin
17287;weiblich;1966-05-18;Musterstraße 89;60311;Frankfurt
17288;divers;1963-08-21;Musterstraße 76;60311;Frankfurt
17289;divers;1949-09-19;Musterstraße 69;80331;München
17290;weiblich;1969-09-07;Musterstraße 32;20095;Hamburg
17291;weiblich;1994-07-26;Musterstraße 27;10115;Berlin
17292;weiblich;1956-01-08;Musterstraße 15;10115;Berlin
17293;divers;1994-05-16;Musterstraße 12;04109;Leipzig
17294;weiblich;1963-11-04;Musterstraße 77;60311;Frankfurt
17295;männlich;1963-01-08;Musterstraße 67;40213;Düsseldorf
17296;männlich;1975-05-28;Musterstraße 2;60311;Frankfurt
17297;männlich;1944-05-04;Musterstraße 47;40213;Düsseldorf
17298;weiblich;1989-06-09;Musterstraße 11;50667;Köln
17299;weiblich;1950-04-28;Musterstraße 33;10115;Berlin
17300;divers;1948-06-08;Musterstraße 70;60311;Frankfurt
17301;divers;1950-07-21;Musterstraße 26;44135;Dortmund
17302;männlich;1948-07-15;Musterstraße 61;70173;Stuttgart
17303;weiblich;1951-09-14;Musterstraße 39;45127;Essen
17304;divers;1944-09-17;Musterstraße 28;10115;Berlin
17305;divers;2009-11-29;Musterstraße 64;10115;Berlin
17306;männlich;1957-10-30;Musterstraße 75;20095;Hamburg
17307;weiblich;1976-07-24;Musterstraße 79;70173;Stuttgart
17308;divers;2006-09-22;Musterstraße 13;45127;Essen
17309;weiblich;1996-04-21;Musterstraße 87;80331;München
17310;weiblich;1941-10-25;Musterstraße 26;50667;Köln
17311;männlich;1997-05-29;Musterstraße 65;50667;Köln
17312;männlich;1960-11-05;Musterstraße 82;50667;Köln
17313;divers;1961-12-03;Musterstraße 31;44135;Dortmund
17314;weiblich;1943-05-30;Musterstraße 26;20095;Hamburg
17315;divers;1992-12-20;Musterstraße 78;04109;Leipzig
17316;divers;1982-02-06;Musterstraße 60;04109;Leipzig
17317;weiblich;1998-05-25;Musterstraße 49;45127;Essen
17318;männlich;2004-01-03;Musterstraße 62;10115;Berlin
17319;männlich;1949-04-18;Musterstraße 22;70173;Stuttgart
17320;divers;1968-07-08;Musterstraße 17;60311;Frankfurt
17321;weiblich;1970-07-20;Musterstraße 2;60311;Frankfurt
17322;divers;1942-05-24;Musterstraße 52;70173;Stuttgart
17323;divers;1946-11-09;Musterstraße 82;50667;Köln
17324;männlich;1981-11-26;Musterstraße 73;70173;Stuttgart
17325;weiblich;1942-10-01;Musterstraße 35;60311;Frankfurt
17326;divers;1971-02-17;Musterstraße 54;40213;Düsseldorf
17327;weiblich;2005-12-10;Musterstraße 12;44135;Dortmund
17328;männlich;1940-07-28;Musterstraße 18;60311;Frankfurt
17329;männlich;1958-12-21;Musterstraße 95;40213;Düsseldorf
17330;männlich;1947-01-12;Musterstraße 43;45127;Essen
17331;divers;1941-12-04;Musterstraße 65;44135;Dortmund
17332;divers;2001-04-01;Musterstraße 88;45127;Essen
17333;männlich;1944-08-28;Musterstraße 57;40213;Düsseldorf
17334;männlich;1965-10-12;Musterstraße 39;04109;Leipzig
17335;weiblich;2009-05-15;Musterstraße 84;70173;Stuttgart
17336;weiblich;1944-01-13;Musterstraße 91;50667;Köln
17337;männlich;2007-09-09;Musterstraße 71;45127;Essen
17338;divers;1959-10-23;Musterstraße 84;40213;Düsseldorf
17339;divers;2005-08-24;Musterstraße 16;50667;Köln
17340;weiblich;1951-10-25;Musterstraße 33;80331;München
17341;divers;1954-06-15;Musterstraße 73;20095;Hamburg
17342;divers;1951-04-16;Musterstraße 14;20095;Hamburg
17343;divers;1958-02-11;Musterstraße 88;50667;Köln
17344;weiblich;1992-08-31;Musterstraße 27;70173;Stuttgart
17345;divers;1995-10-28;Musterstraße 90;10115;Berlin
17346;männlich;2003-08-01;Musterstraße 96;50667;Köln
17347;männlich;1999-06-03;Musterstraße 92;50667;Köln
17348;männlich;1995-07-03;Musterstraße 18;44135;Dortmund
17349;weiblich;1955-06-27;Musterstraße 35;70173;Stuttgart
17350;divers;1998-08-08;Musterstraße 90;04109;Leipzig
17351;weiblich;2002-02-09;Musterstraße 67;10115;Berlin
17352;divers;1972-11-23;Musterstraße 60;60311;Frankfurt
17353;divers;1953-04-19;Musterstraße 80;40213;Düsseldorf
17354;divers;1945-12-16;Musterstraße 12;80331;München
17355;weiblich;1954-04-10;Musterstraße 50;20095;Hamburg
17356;weiblich;1977-06-06;Musterstraße 28;80331;München
17357;männlich;1992-12-06;Musterstraße 65;70173;Stuttgart
17358;weiblich;1944-02-24;Musterstraße 43;40213;Düsseldorf
17359;divers;1947-12-09;Musterstraße 36;44135;Dortmund
17360;männlich;1957-05-04;Musterstraße 7;44135;Dortmund
17361;divers;1992-06-10;Musterstraße 70;80331;München
17362;männlich;2002-02-27;Musterstraße 95;80331;München
17363;weiblich;1952-08-11;Musterstraße 96;70173;Stuttgart
17364;divers;2009-07-20;Musterstraße 18;10115;Berlin
17365;divers;1988-03-25;Musterstraße 5;45127;Essen
17366;divers;1973-11-23;Musterstraße 68;60311;Frankfurt
17367;weiblich;1985-11-06;Musterstraße 15;40213;Düsseldorf
17368;divers;1957-12-10;Musterstraße 74;40213;Düsseldorf
17369;weiblich;2007-04-17;Musterstraße 29;04109;Leipzig
17370;divers;1976-06-11;Musterstraße 21;80331;München
17371;divers;1991-10-04;Musterstraße 32;80331;München
17372;weiblich;1963-07-03;Musterstraße 81;20095;Hamburg
17373;divers;1943-07-16;Musterstraße 88;10115;Berlin
17374;männlich;1965-09-20;Musterstraße 72;60311;Frankfurt
17375;männlich;1953-11-03;Musterstraße 56;04109;Leipzig
17376;männlich;1967-07-05;Musterstraße 44;44135;Dortmund
17377;männlich;1958-02-04;Musterstraße 2;60311;Frankfurt
17378;divers;1946-08-26;Musterstraße 40;20095;Hamburg
17379;divers;1941-02-18;Musterstraße 58;80331;München
17380;männlich;1991-04-05;Musterstraße 19;45127;Essen
17381;weiblich;1968-06-08;Musterstraße 81;45127;Essen
17382;männlich;1984-02-06;Musterstraße 14;50667;Köln
17383;divers;1965-05-07;Musterstraße 33;80331;München
17384;männlich;1961-04-12;Musterstraße 94;10115;Berlin
17385;divers;1940-01-11;Musterstraße 17;80331;München
17386;divers;1974-03-23;Musterstraße 69;44135;Dortmund
17387;divers;1972-01-03;Musterstraße 44;50667;Köln
17388;männlich;1953-10-31;Musterstraße 33;45127;Essen
17389;männlich;1979-07-07;Musterstraße 18;10115;Berlin
17390;weiblich;1996-02-22;Musterstraße 37;20095;Hamburg
17391;divers;1944-01-01;Musterstraße 68;40213;Düsseldorf
17392;weiblich;2004-11-28;Musterstraße 26;40213;Düsseldorf
17393;männlich;1970-01-22;Musterstraße 63;44135;Dortmund
17394;weiblich;1988-05-17;Musterstraße 57;80331;München
17395;männlich;1980-09-24;Musterstraße 35;60311;Frankfurt
17396;weiblich;1977-03-11;Musterstraße 33;45127;Essen
17397;männlich;1982-10-05;Musterstraße 28;80331;München
17398;männlich;1942-08-06;Musterstraße 95;10115;Berlin
17399;männlich;2000-09-25;Musterstraße 69;70173;Stuttgart
17400;divers;1978-01-01;Musterstraße 22;45127;Essen
17401;männlich;1988-08-14;Musterstraße 39;40213;Düsseldorf
17402;divers;1979-05-21;Musterstraße 84;40213;Düsseldorf
17403;weiblich;1971-07-20;Musterstraße 30;70173;Stuttgart
17404;divers;1945-05-03;Musterstraße 68;10115;Berlin
17405;divers;1970-05-12;Musterstraße 89;50667;Köln
17406;männlich;1976-01-08;Musterstraße 45;70173;Stuttgart
17407;weiblich;1992-04-12;Musterstraße 76;44135;Dortmund
17408;männlich;1987-02-14;Musterstraße 55;50667;Köln
17409;männlich;1981-11-16;Musterstraße 49;44135;Dortmund
17410;männlich;2008-12-03;Musterstraße 80;20095;Hamburg
17411;divers;1975-12-06;Musterstraße 15;50667;Köln
17412;männlich;2003-11-10;Musterstraße 91;80331;München
17413;weiblich;1959-04-28;Musterstraße 11;80331;München
17414;männlich;1952-04-01;Musterstraße 39;80331;München
17415;divers;1960-11-26;Musterstraße 22;70173;Stuttgart
17416;männlich;1940-02-20;Musterstraße 8;70173;Stuttgart
17417;männlich;1969-10-01;Musterstraße 71;45127;Essen
17418;weiblich;1957-05-07;Musterstraße 4;40213;Düsseldorf
17419;männlich;1980-07-19;Musterstraße 95;04109;Leipzig
17420;divers;1942-05-14;Musterstraße 41;20095;Hamburg
17421;weiblich;1973-09-16;Musterstraße 62;80331;München
17422;männlich;1958-10-15;Musterstraße 41;60311;Frankfurt
17423;weiblich;1943-03-22;Musterstraße 39;04109;Leipzig
17424;männlich;1968-10-28;Musterstraße 69;45127;Essen
17425;männlich;2008-12-07;Musterstraße 91;45127;Essen
17426;divers;1984-09-16;Musterstraße 4;44135;Dortmund
17427;männlich;1975-02-02;Musterstraße 12;60311;Frankfurt
17428;weiblich;1957-09-09;Musterstraße 78;10115;Berlin
17429;weiblich;1947-09-21;Musterstraße 14;44135;Dortmund
17430;weiblich;2008-07-27;Musterstraße 62;45127;Essen
17431;weiblich;1969-05-21;Musterstraße 22;50667;Köln
17432;weiblich;1961-07-14;Musterstraße 43;04109;Leipzig
17433;männlich;1960-06-23;Musterstraße 9;04109;Leipzig
17434;weiblich;2003-01-03;Musterstraße 15;04109;Leipzig
17435;weiblich;1962-06-19;Musterstraße 86;04109;Leipzig
17436;weiblich;2001-10-07;Musterstraße 17;10115;Berlin
17437;weiblich;1993-01-08;Musterstraße 55;20095;Hamburg
17438;weiblich;1944-01-20;Musterstraße 21;80331;München
17439;männlich;1976-05-16;Musterstraße 40;44135;Dortmund
17440;weiblich;1981-12-20;Musterstraße 58;10115;Berlin
17441;divers;1943-02-28;Musterstraße 73;10115;Berlin
17442;männlich;2004-09-17;Musterstraße 87;50667;Köln
17443;divers;1944-03-26;Musterstraße 94;04109;Leipzig
17444;divers;1999-01-02;Musterstraße 34;10115;Berlin
17445;weiblich;1940-11-01;Musterstraße 46;80331;München
17446;divers;1963-06-21;Musterstraße 60;50667;Köln
17447;weiblich;1951-08-13;Musterstraße 2;70173;Stuttgart
17448;weiblich;2005-06-09;Musterstraße 39;70173;Stuttgart
17449;männlich;1953-11-02;Musterstraße 23;10115;Berlin
17450;divers;1967-04-15;Musterstraße 72;70173;Stuttgart
17451;weiblich;1979-01-15;Musterstraße 96;60311;Frankfurt
17452;männlich;1990-01-18;Musterstraße 75;45127;Essen
17453;männlich;1981-10-09;Musterstraße 14;04109;Leipzig
17454;männlich;1985-01-29;Musterstraße 39;80331;München
17455;divers;1965-11-03;Musterstraße 89;40213;Düsseldorf
17456;weiblich;1950-06-16;Musterstraße 88;44135;Dortmund
17457;weiblich;1952-10-26;Musterstraße 60;70173;Stuttgart
17458;männlich;2004-12-19;Musterstraße 30;04109;Leipzig
17459;divers;1982-06-23;Musterstraße 85;50667;Köln
17460;weiblich;1959-04-03;Musterstraße 25;80331;München
17461;divers;1985-11-20;Musterstraße 33;70173;Stuttgart
17462;männlich;1968-01-28;Musterstraße 59;45127;Essen
17463;divers;1976-12-30;Musterstraße 70;45127;Essen
17464;divers;1977-07-28;Musterstraße 53;50667;Köln
17465;männlich;1991-06-28;Musterstraße 91;10115;Berlin
17466;männlich;1985-08-13;Musterstraße 21;50667;Köln
17467;weiblich;1978-09-13;Musterstraße 53;50667;Köln
17468;divers;1993-12-17;Musterstraße 27;80331;München
17469;divers;1947-01-30;Musterstraße 13;45127;Essen
17470;männlich;2000-08-25;Musterstraße 68;10115;Berlin
17471;männlich;1982-06-09;Musterstraße 57;10115;Berlin
17472;divers;1993-07-19;Musterstraße 32;40213;Düsseldorf
17473;männlich;1974-08-26;Musterstraße 39;50667;Köln
17474;weiblich;2004-08-18;Musterstraße 3;60311;Frankfurt
17475;weiblich;1973-06-27;Musterstraße 86;44135;Dortmund
17476;männlich;1983-03-15;Musterstraße 57;45127;Essen
17477;weiblich;1989-12-04;Musterstraße 22;44135;Dortmund
17478;männlich;2002-01-02;Musterstraße 92;10115;Berlin
17479;männlich;1954-06-21;Musterstraße 22;10115;Berlin
17480;weiblich;1986-10-03;Musterstraße 20;40213;Düsseldorf
17481;männlich;1948-06-25;Musterstraße 1;10115;Berlin
17482;divers;1959-04-05;Musterstraße 94;40213;Düsseldorf
17483;männlich;1962-02-14;Musterstraße 61;80331;München
17484;männlich;2005-08-25;Musterstraße 74;45127;Essen
17485;männlich;2002-09-03;Musterstraße 50;70173;Stuttgart
17486;weiblich;1966-12-30;Musterstraße 41;44135;Dortmund
17487;männlich;1953-03-09;Musterstraße 57;45127;Essen
17488;weiblich;2008-11-14;Musterstraße 35;10115;Berlin
17489;divers;1982-12-05;Musterstraße 76;20095;Hamburg
17490;weiblich;1952-01-27;Musterstraße 23;04109;Leipzig
17491;weiblich;1981-09-06;Musterstraße 84;44135;Dortmund
17492;weiblich;1983-08-15;Musterstraße 20;45127;Essen
17493;männlich;2005-09-12;Musterstraße 27;50667;Köln
17494;weiblich;1947-04-06;Musterstraße 36;60311;Frankfurt
17495;weiblich;1964-01-26;Musterstraße 3;80331;München
17496;divers;1967-12-13;Musterstraße 63;44135;Dortmund
17497;divers;1960-01-04;Musterstraße 27;20095;Hamburg
17498;männlich;1953-06-06;Musterstraße 40;50667;Köln
17499;männlich;1977-11-28;Musterstraße 69;70173;Stuttgart
17500;männlich;1971-02-18;Musterstraße 98;80331;München
17501;weiblich;1970-09-09;Musterstraße 44;60311;Frankfurt
17502;männlich;1967-03-30;Musterstraße 47;80331;München
17503;divers;1984-04-23;Musterstraße 99;70173;Stuttgart
17504;männlich;1973-04-21;Musterstraße 96;10115;Berlin
17505;männlich;1959-10-03;Musterstraße 71;20095;Hamburg
17506;divers;1999-10-09;Musterstraße 76;50667;Köln
17507;weiblich;1996-01-18;Musterstraße 51;40213;Düsseldorf
17508;divers;1966-12-29;Musterstraße 28;80331;München
17509;weiblich;1958-02-05;Musterstraße 55;40213;Düsseldorf
17510;weiblich;1983-11-07;Musterstraße 58;50667;Köln
17511;divers;1974-08-14;Musterstraße 40;10115;Berlin
17512;divers;1944-04-27;Musterstraße 19;80331;München
17513;divers;1973-08-04;Musterstraße 39;70173;Stuttgart
17514;divers;1987-07-24;Musterstraße 33;50667;Köln
17515;männlich;2009-09-25;Musterstraße 6;40213;Düsseldorf
17516;weiblich;1946-10-23;Musterstraße 17;50667;Köln
17517;divers;1967-01-24;Musterstraße 39;44135;Dortmund
17518;weiblich;1981-04-25;Musterstraße 10;20095;Hamburg
17519;weiblich;1956-05-10;Musterstraße 63;45127;Essen
17520;weiblich;1999-08-15;Musterstraße 18;60311;Frankfurt
17521;männlich;1994-07-07;Musterstraße 12;80331;München
17522;männlich;1997-08-12;Musterstraße 55;04109;Leipzig
17523;männlich;1957-08-29;Musterstraße 69;80331;München
17524;männlich;1964-07-27;Musterstraße 30;50667;Köln
17525;divers;1960-03-19;Musterstraße 92;20095;Hamburg
17526;divers;1974-09-13;Musterstraße 82;20095;Hamburg
17527;divers;1986-01-04;Musterstraße 22;04109;Leipzig
17528;männlich;1956-10-30;Musterstraße 68;04109;Leipzig
17529;divers;1964-06-13;Musterstraße 34;40213;Düsseldorf
17530;männlich;1995-01-11;Musterstraße 21;20095;Hamburg
17531;männlich;1978-12-12;Musterstraße 51;60311;Frankfurt
17532;divers;1974-02-15;Musterstraße 80;10115;Berlin
17533;männlich;1971-11-30;Musterstraße 63;04109;Leipzig
17534;divers;2005-08-30;Musterstraße 26;40213;Düsseldorf
17535;männlich;1968-05-17;Musterstraße 76;80331;München
17536;divers;2000-05-08;Musterstraße 74;60311;Frankfurt
17537;divers;1950-06-01;Musterstraße 19;45127;Essen
17538;divers;1997-04-04;Musterstraße 66;44135;Dortmund
17539;weiblich;1942-01-31;Musterstraße 52;50667;Köln
17540;divers;1990-07-11;Musterstraße 96;44135;Dortmund
17541;männlich;1994-11-10;Musterstraße 59;80331;München
17542;divers;1997-10-13;Musterstraße 59;45127;Essen
17543;weiblich;1952-12-17;Musterstraße 4;10115;Berlin
17544;weiblich;1950-04-21;Musterstraße 87;04109;Leipzig
17545;weiblich;1965-12-10;Musterstraße 42;10115;Berlin
17546;männlich;1951-12-04;Musterstraße 9;04109;Leipzig
17547;weiblich;1943-05-27;Musterstraße 37;04109;Leipzig
17548;weiblich;1949-03-12;Musterstraße 40;10115;Berlin
17549;weiblich;2009-07-26;Musterstraße 53;40213;Düsseldorf
17550;männlich;1991-09-29;Musterstraße 47;44135;Dortmund
17551;divers;2008-07-09;Musterstraße 15;10115;Berlin
17552;weiblich;1976-08-22;Musterstraße 44;04109;Leipzig
17553;weiblich;1948-03-26;Musterstraße 26;45127;Essen
17554;divers;1948-01-23;Musterstraße 6;60311;Frankfurt
17555;weiblich;1942-05-15;Musterstraße 75;40213;Düsseldorf
17556;divers;1977-12-08;Musterstraße 28;45127;Essen
17557;weiblich;1991-05-19;Musterstraße 21;45127;Essen
17558;männlich;1969-03-29;Musterstraße 97;45127;Essen
17559;divers;1978-02-07;Musterstraße 77;50667;Köln
17560;divers;1953-10-06;Musterstraße 20;70173;Stuttgart
17561;männlich;1983-09-28;Musterstraße 95;44135;Dortmund
17562;männlich;1945-07-17;Musterstraße 58;10115;Berlin
17563;divers;1972-04-25;Musterstraße 97;04109;Leipzig
17564;weiblich;1984-03-12;Musterstraße 57;44135;Dortmund
17565;männlich;1953-06-30;Musterstraße 45;50667;Köln
17566;divers;1946-10-20;Musterstraße 30;50667;Köln
17567;divers;1950-12-15;Musterstraße 99;10115;Berlin
17568;divers;1966-02-24;Musterstraße 30;45127;Essen
17569;divers;1984-10-08;Musterstraße 13;60311;Frankfurt
17570;divers;1944-09-24;Musterstraße 2;70173;Stuttgart
17571;divers;2000-12-21;Musterstraße 81;80331;München
17572;weiblich;1959-09-18;Musterstraße 23;80331;München
17573;männlich;1976-11-25;Musterstraße 63;04109;Leipzig
17574;divers;1954-05-22;Musterstraße 2;45127;Essen
17575;divers;1950-08-19;Musterstraße 93;40213;Düsseldorf
17576;weiblich;1982-11-04;Musterstraße 55;20095;Hamburg
17577;männlich;1985-10-18;Musterstraße 56;80331;München
17578;männlich;1997-03-08;Musterstraße 33;44135;Dortmund
17579;weiblich;1960-07-21;Musterstraße 55;60311;Frankfurt
17580;divers;1951-03-20;Musterstraße 81;10115;Berlin
17581;weiblich;1949-11-14;Musterstraße 79;50667;Köln
17582;divers;1982-09-17;Musterstraße 58;20095;Hamburg
17583;männlich;2005-06-04;Musterstraße 53;80331;München
17584;divers;1949-04-30;Musterstraße 59;40213;Düsseldorf
17585;männlich;1978-07-12;Musterstraße 69;44135;Dortmund
17586;divers;1956-09-22;Musterstraße 20;10115;Berlin
17587;weiblich;1953-04-23;Musterstraße 28;60311;Frankfurt
17588;männlich;2003-10-03;Musterstraße 55;80331;München
17589;männlich;1986-12-23;Musterstraße 84;10115;Berlin
17590;divers;1968-01-25;Musterstraße 67;50667;Köln
17591;weiblich;1952-01-30;Musterstraße 74;60311;Frankfurt
17592;weiblich;1981-09-16;Musterstraße 62;50667;Köln
17593;weiblich;1949-11-16;Musterstraße 48;80331;München
17594;männlich;1949-09-05;Musterstraße 73;45127;Essen
17595;weiblich;1983-04-02;Musterstraße 96;50667;Köln
17596;weiblich;2000-10-24;Musterstraße 45;80331;München
17597;weiblich;1967-11-16;Musterstraße 55;40213;Düsseldorf
17598;männlich;1966-12-30;Musterstraße 20;60311;Frankfurt
17599;weiblich;1959-12-23;Musterstraße 15;20095;Hamburg
17600;weiblich;1941-12-24;Musterstraße 61;50667;Köln
17601;divers;1972-07-16;Musterstraße 77;44135;Dortmund
17602;weiblich;2003-03-26;Musterstraße 25;80331;München
17603;weiblich;1993-08-15;Musterstraße 31;60311;Frankfurt
17604;weiblich;1946-04-03;Musterstraße 11;20095;Hamburg
17605;weiblich;1964-10-24;Musterstraße 2;45127;Essen
17606;männlich;1970-03-31;Musterstraße 20;60311;Frankfurt
17607;männlich;2008-02-28;Musterstraße 38;40213;Düsseldorf
17608;weiblich;2001-07-30;Musterstraße 65;40213;Düsseldorf
17609;weiblich;2006-05-25;Musterstraße 73;40213;Düsseldorf
17610;weiblich;1948-02-11;Musterstraße 47;80331;München
17611;männlich;1945-06-09;Musterstraße 74;20095;Hamburg
17612;weiblich;1974-05-11;Musterstraße 3;50667;Köln
17613;weiblich;1971-01-23;Musterstraße 80;04109;Leipzig
17614;divers;1959-07-21;Musterstraße 58;40213;Düsseldorf
17615;divers;1984-09-25;Musterstraße 19;70173;Stuttgart
17616;weiblich;1966-07-01;Musterstraße 9;70173;Stuttgart
17617;männlich;1987-12-09;Musterstraße 18;04109;Leipzig
17618;weiblich;1949-02-21;Musterstraße 88;20095;Hamburg
17619;weiblich;1993-12-23;Musterstraße 90;10115;Berlin
17620;weiblich;1952-11-23;Musterstraße 53;44135;Dortmund
17621;männlich;1975-08-22;Musterstraße 12;45127;Essen
17622;männlich;1988-04-26;Musterstraße 21;10115;Berlin
17623;männlich;1958-10-28;Musterstraße 28;10115;Berlin
17624;divers;1940-02-15;Musterstraße 4;20095;Hamburg
17625;weiblich;1992-07-14;Musterstraße 38;04109;Leipzig
17626;weiblich;1962-05-27;Musterstraße 86;80331;München
17627;männlich;1988-11-17;Musterstraße 17;70173;Stuttgart
17628;männlich;1966-12-22;Musterstraße 25;40213;Düsseldorf
17629;männlich;1965-09-25;Musterstraße 93;44135;Dortmund
17630;weiblich;2006-05-30;Musterstraße 17;44135;Dortmund
17631;divers;1941-10-22;Musterstraße 10;45127;Essen
17632;divers;1987-10-19;Musterstraße 1;20095;Hamburg
17633;männlich;1980-10-18;Musterstraße 58;10115;Berlin
17634;männlich;1970-05-24;Musterstraße 15;70173;Stuttgart
17635;divers;1978-12-13;Musterstraße 56;04109;Leipzig
17636;weiblich;1959-04-15;Musterstraße 20;45127;Essen
17637;divers;1962-08-26;Musterstraße 39;80331;München
17638;weiblich;1975-11-05;Musterstraße 75;60311;Frankfurt
17639;männlich;1995-08-16;Musterstraße 86;04109;Leipzig
17640;weiblich;1996-05-10;Musterstraße 33;70173;Stuttgart
17641;männlich;1946-04-30;Musterstraße 4;44135;Dortmund
17642;divers;2001-04-18;Musterstraße 47;40213;Düsseldorf
17643;weiblich;1976-04-07;Musterstraße 58;04109;Leipzig
17644;divers;2005-09-16;Musterstraße 1;80331;München
17645;männlich;1973-08-05;Musterstraße 80;70173;Stuttgart
17646;divers;1954-10-03;Musterstraße 68;10115;Berlin
17647;weiblich;1984-10-17;Musterstraße 40;70173;Stuttgart
17648;divers;1981-01-31;Musterstraße 99;40213;Düsseldorf
17649;divers;2003-07-30;Musterstraße 14;45127;Essen
17650;divers;1941-03-22;Musterstraße 94;70173;Stuttgart
17651;männlich;2003-09-21;Musterstraße 42;40213;Düsseldorf
17652;männlich;1949-11-07;Musterstraße 4;50667;Köln
17653;weiblich;1964-07-07;Musterstraße 30;70173;Stuttgart
17654;männlich;2000-07-03;Musterstraße 50;50667;Köln
17655;weiblich;1967-11-04;Musterstraße 59;70173;Stuttgart
17656;männlich;1949-05-06;Musterstraße 54;60311;Frankfurt
17657;divers;2002-05-14;Musterstraße 37;70173;Stuttgart
17658;weiblich;1974-10-06;Musterstraße 28;70173;Stuttgart
17659;weiblich;1984-10-21;Musterstraße 62;10115;Berlin
17660;weiblich;1983-08-25;Musterstraße 45;20095;Hamburg
17661;männlich;1989-10-12;Musterstraße 2;45127;Essen
17662;divers;1961-10-20;Musterstraße 35;60311;Frankfurt
